value,amount,group,dimension,metric
Florida,314098119.5333,R1,pi_institution_state,total_ace
New Jersey,300010087.9656,R1,pi_institution_state,total_ace
Colorado,196520985.9629,R1,pi_institution_state,total_ace
Iowa,187258583.0682,R1,pi_institution_state,total_ace
Connecticut,172616204.0052,R1,pi_institution_state,total_ace
Arizona,168491242.8723,R1,pi_institution_state,total_ace
Maryland,165401347.9319,R1,pi_institution_state,total_ace
Delaware,161663463.9716,R1,pi_institution_state,total_ace
Washington,155334188.6581,R1,pi_institution_state,total_ace
Virginia,152590821.2615,R1,pi_institution_state,total_ace
North Carolina,142890022.5841,R1,pi_institution_state,total_ace
Georgia,135486684.8836,R1,pi_institution_state,total_ace
Oklahoma,129793738.0997,R1,pi_institution_state,total_ace
Ohio,110977212.3027,R1,pi_institution_state,total_ace
Missouri,105927317.8614,R1,pi_institution_state,total_ace
Utah,98292800.549,R1,pi_institution_state,total_ace
South Carolina,89645256.5974,R1,pi_institution_state,total_ace
District of Columbia,86270379.9364,R1,pi_institution_state,total_ace
Kentucky,84823135.1925,R1,pi_institution_state,total_ace
Tennessee,83506291.2222,R1,pi_institution_state,total_ace
Alabama,81496383.6796,R1,pi_institution_state,total_ace
West Virginia,69780245.6797,R1,pi_institution_state,total_ace
Oregon,67091724.125,R1,pi_institution_state,total_ace
Arkansas,41882975.3572,R1,pi_institution_state,total_ace
Minnesota,35529049.2233,R1,pi_institution_state,total_ace
Mississippi,29049475.8251,R1,pi_institution_state,total_ace
Kansas,26424882.0263,R1,pi_institution_state,total_ace
New Mexico,25714097.3236,R1,pi_institution_state,total_ace
Rhode Island,20778190.904,R1,pi_institution_state,total_ace
Nevada,20064323.6634,R1,pi_institution_state,total_ace
Louisiana,13161508.8901,R1,pi_institution_state,total_ace
Hawaii,12260333.77,R1,pi_institution_state,total_ace
Montana,10932892.0082,R1,pi_institution_state,total_ace
Maine,8528896.6249,R1,pi_institution_state,total_ace
Nebraska,5514304.0739,R1,pi_institution_state,total_ace
New Hampshire,3927231.5179,R1,pi_institution_state,total_ace
North Dakota,1865938.4865,R1,pi_institution_state,total_ace
Vermont,1529885.5824,R1,pi_institution_state,total_ace
Idaho,662835.3609,R1,pi_institution_state,total_ace
Wyoming,29896.1882,R1,pi_institution_state,total_ace
California,14954966.0,R1,pi_institution_state,job_count
Pennsylvania,13225085.0,R1,pi_institution_state,job_count
Michigan,12044385.0,R1,pi_institution_state,job_count
New York,11644824.0,R1,pi_institution_state,job_count
Illinois,8076814.0,R1,pi_institution_state,job_count
Massachusetts,5507086.0,R1,pi_institution_state,job_count
Texas,3432740.0,R1,pi_institution_state,job_count
Indiana,2516841.0,R1,pi_institution_state,job_count
Maryland,1670068.0,R1,pi_institution_state,job_count
Nevada,1630375.0,R1,pi_institution_state,job_count
Colorado,1557974.0,R1,pi_institution_state,job_count
Wisconsin,1544504.0,R1,pi_institution_state,job_count
Florida,1502064.0,R1,pi_institution_state,job_count
Oklahoma,1281199.0,R1,pi_institution_state,job_count
New Jersey,971379.0,R1,pi_institution_state,job_count
Alabama,960901.0,R1,pi_institution_state,job_count
Missouri,904383.0,R1,pi_institution_state,job_count
Georgia,713091.0,R1,pi_institution_state,job_count
Virginia,638404.0,R1,pi_institution_state,job_count
District of Columbia,637135.0,R1,pi_institution_state,job_count
New Mexico,475191.0,R1,pi_institution_state,job_count
Ohio,449844.0,R1,pi_institution_state,job_count
West Virginia,447883.0,R1,pi_institution_state,job_count
Arizona,402146.0,R1,pi_institution_state,job_count
Iowa,397084.0,R1,pi_institution_state,job_count
Delaware,357058.0,R1,pi_institution_state,job_count
North Carolina,320077.0,R1,pi_institution_state,job_count
Connecticut,318431.0,R1,pi_institution_state,job_count
Minnesota,313277.0,R1,pi_institution_state,job_count
Kentucky,249292.0,R1,pi_institution_state,job_count
Utah,208730.0,R1,pi_institution_state,job_count
Washington,203719.0,R1,pi_institution_state,job_count
Tennessee,181513.0,R1,pi_institution_state,job_count
Oregon,163578.0,R1,pi_institution_state,job_count
South Carolina,142679.0,R1,pi_institution_state,job_count
Louisiana,126477.0,R1,pi_institution_state,job_count
Kansas,79120.0,R1,pi_institution_state,job_count
Montana,65589.0,R1,pi_institution_state,job_count
Hawaii,65479.0,R1,pi_institution_state,job_count
Mississippi,46058.0,R1,pi_institution_state,job_count
Rhode Island,34277.0,R1,pi_institution_state,job_count
Maine,26343.0,R1,pi_institution_state,job_count
Arkansas,11905.0,R1,pi_institution_state,job_count
North Dakota,5864.0,R1,pi_institution_state,job_count
New Hampshire,5727.0,R1,pi_institution_state,job_count
Nebraska,4978.0,R1,pi_institution_state,job_count
Vermont,4124.0,R1,pi_institution_state,job_count
Wyoming,1836.0,R1,pi_institution_state,job_count
Idaho,1773.0,R1,pi_institution_state,job_count
California,967.0,R1,pi_institution_state,active_pi_count
Illinois,835.0,R1,pi_institution_state,active_pi_count
Pennsylvania,826.0,R1,pi_institution_state,active_pi_count
New York,352.0,R1,pi_institution_state,active_pi_count
Texas,325.0,R1,pi_institution_state,active_pi_count
Indiana,279.0,R1,pi_institution_state,active_pi_count
Massachusetts,242.0,R1,pi_institution_state,active_pi_count
Florida,186.0,R1,pi_institution_state,active_pi_count
Michigan,173.0,R1,pi_institution_state,active_pi_count
Georgia,124.0,R1,pi_institution_state,active_pi_count
Colorado,109.0,R1,pi_institution_state,active_pi_count
New Jersey,106.0,R1,pi_institution_state,active_pi_count
Maryland,103.0,R1,pi_institution_state,active_pi_count
Virginia,88.0,R1,pi_institution_state,active_pi_count
North Carolina,85.0,R1,pi_institution_state,active_pi_count
Washington,76.0,R1,pi_institution_state,active_pi_count
Wisconsin,72.0,R1,pi_institution_state,active_pi_count
Iowa,69.0,R1,pi_institution_state,active_pi_count
Tennessee,69.0,R1,pi_institution_state,active_pi_count
Arizona,67.0,R1,pi_institution_state,active_pi_count
Ohio,61.0,R1,pi_institution_state,active_pi_count
Missouri,54.0,R1,pi_institution_state,active_pi_count
Connecticut,50.0,R1,pi_institution_state,active_pi_count
Alabama,47.0,R1,pi_institution_state,active_pi_count
District of Columbia,39.0,R1,pi_institution_state,active_pi_count
Oklahoma,37.0,R1,pi_institution_state,active_pi_count
Minnesota,33.0,R1,pi_institution_state,active_pi_count
Delaware,32.0,R1,pi_institution_state,active_pi_count
South Carolina,32.0,R1,pi_institution_state,active_pi_count
Rhode Island,31.0,R1,pi_institution_state,active_pi_count
Utah,30.0,R1,pi_institution_state,active_pi_count
Kansas,28.0,R1,pi_institution_state,active_pi_count
New Mexico,28.0,R1,pi_institution_state,active_pi_count
Oregon,24.0,R1,pi_institution_state,active_pi_count
Kentucky,22.0,R1,pi_institution_state,active_pi_count
Louisiana,20.0,R1,pi_institution_state,active_pi_count
Hawaii,19.0,R1,pi_institution_state,active_pi_count
Nevada,18.0,R1,pi_institution_state,active_pi_count
Mississippi,15.0,R1,pi_institution_state,active_pi_count
New Hampshire,14.0,R1,pi_institution_state,active_pi_count
Montana,11.0,R1,pi_institution_state,active_pi_count
West Virginia,10.0,R1,pi_institution_state,active_pi_count
Arkansas,9.0,R1,pi_institution_state,active_pi_count
North Dakota,9.0,R1,pi_institution_state,active_pi_count
Vermont,8.0,R1,pi_institution_state,active_pi_count
Nebraska,7.0,R1,pi_institution_state,active_pi_count
Idaho,4.0,R1,pi_institution_state,active_pi_count
Maine,4.0,R1,pi_institution_state,active_pi_count
Wyoming,2.0,R1,pi_institution_state,active_pi_count
Pennsylvania,7089.0,R1,pi_institution_state,active_person_count
Indiana,6610.0,R1,pi_institution_state,active_person_count
Illinois,4656.0,R1,pi_institution_state,active_person_count
California,4270.0,R1,pi_institution_state,active_person_count
Texas,2973.0,R1,pi_institution_state,active_person_count
New York,1175.0,R1,pi_institution_state,active_person_count
Massachusetts,1006.0,R1,pi_institution_state,active_person_count
Michigan,554.0,R1,pi_institution_state,active_person_count
Florida,455.0,R1,pi_institution_state,active_person_count
New Jersey,335.0,R1,pi_institution_state,active_person_count
Georgia,333.0,R1,pi_institution_state,active_person_count
Mississippi,309.0,R1,pi_institution_state,active_person_count
North Carolina,298.0,R1,pi_institution_state,active_person_count
Tennessee,284.0,R1,pi_institution_state,active_person_count
Kentucky,277.0,R1,pi_institution_state,active_person_count
Washington,259.0,R1,pi_institution_state,active_person_count
Colorado,241.0,R1,pi_institution_state,active_person_count
Maryland,240.0,R1,pi_institution_state,active_person_count
Delaware,216.0,R1,pi_institution_state,active_person_count
Ohio,212.0,R1,pi_institution_state,active_person_count
Virginia,198.0,R1,pi_institution_state,active_person_count
Wisconsin,189.0,R1,pi_institution_state,active_person_count
Arizona,185.0,R1,pi_institution_state,active_person_count
Iowa,179.0,R1,pi_institution_state,active_person_count
Missouri,160.0,R1,pi_institution_state,active_person_count
Connecticut,157.0,R1,pi_institution_state,active_person_count
District of Columbia,119.0,R1,pi_institution_state,active_person_count
Alabama,117.0,R1,pi_institution_state,active_person_count
Minnesota,114.0,R1,pi_institution_state,active_person_count
Oklahoma,107.0,R1,pi_institution_state,active_person_count
New Mexico,100.0,R1,pi_institution_state,active_person_count
South Carolina,94.0,R1,pi_institution_state,active_person_count
Oregon,72.0,R1,pi_institution_state,active_person_count
Utah,68.0,R1,pi_institution_state,active_person_count
Kansas,62.0,R1,pi_institution_state,active_person_count
Nevada,59.0,R1,pi_institution_state,active_person_count
Rhode Island,58.0,R1,pi_institution_state,active_person_count
Arkansas,49.0,R1,pi_institution_state,active_person_count
Hawaii,43.0,R1,pi_institution_state,active_person_count
Louisiana,42.0,R1,pi_institution_state,active_person_count
North Dakota,35.0,R1,pi_institution_state,active_person_count
Montana,32.0,R1,pi_institution_state,active_person_count
Maine,26.0,R1,pi_institution_state,active_person_count
West Virginia,23.0,R1,pi_institution_state,active_person_count
New Hampshire,21.0,R1,pi_institution_state,active_person_count
Vermont,16.0,R1,pi_institution_state,active_person_count
Nebraska,11.0,R1,pi_institution_state,active_person_count
Idaho,8.0,R1,pi_institution_state,active_person_count
Wyoming,2.0,R1,pi_institution_state,active_person_count
California,1277.0,R1,pi_institution_state,active_allocation_count
Illinois,1134.0,R1,pi_institution_state,active_allocation_count
Pennsylvania,1129.0,R1,pi_institution_state,active_allocation_count
New York,452.0,R1,pi_institution_state,active_allocation_count
Texas,407.0,R1,pi_institution_state,active_allocation_count
Indiana,348.0,R1,pi_institution_state,active_allocation_count
Massachusetts,344.0,R1,pi_institution_state,active_allocation_count
Michigan,260.0,R1,pi_institution_state,active_allocation_count
Florida,217.0,R1,pi_institution_state,active_allocation_count
Georgia,144.0,R1,pi_institution_state,active_allocation_count
Colorado,138.0,R1,pi_institution_state,active_allocation_count
New Jersey,129.0,R1,pi_institution_state,active_allocation_count
Maryland,112.0,R1,pi_institution_state,active_allocation_count
North Carolina,108.0,R1,pi_institution_state,active_allocation_count
Virginia,104.0,R1,pi_institution_state,active_allocation_count
Iowa,90.0,R1,pi_institution_state,active_allocation_count
Arizona,89.0,R1,pi_institution_state,active_allocation_count
Wisconsin,89.0,R1,pi_institution_state,active_allocation_count
Washington,88.0,R1,pi_institution_state,active_allocation_count
Tennessee,85.0,R1,pi_institution_state,active_allocation_count
Ohio,76.0,R1,pi_institution_state,active_allocation_count
Missouri,65.0,R1,pi_institution_state,active_allocation_count
Connecticut,63.0,R1,pi_institution_state,active_allocation_count
Alabama,60.0,R1,pi_institution_state,active_allocation_count
District of Columbia,55.0,R1,pi_institution_state,active_allocation_count
Delaware,50.0,R1,pi_institution_state,active_allocation_count
South Carolina,45.0,R1,pi_institution_state,active_allocation_count
Minnesota,38.0,R1,pi_institution_state,active_allocation_count
Oklahoma,37.0,R1,pi_institution_state,active_allocation_count
Utah,37.0,R1,pi_institution_state,active_allocation_count
Kentucky,36.0,R1,pi_institution_state,active_allocation_count
Rhode Island,36.0,R1,pi_institution_state,active_allocation_count
New Mexico,34.0,R1,pi_institution_state,active_allocation_count
Oregon,30.0,R1,pi_institution_state,active_allocation_count
Kansas,29.0,R1,pi_institution_state,active_allocation_count
Louisiana,25.0,R1,pi_institution_state,active_allocation_count
Hawaii,23.0,R1,pi_institution_state,active_allocation_count
Mississippi,21.0,R1,pi_institution_state,active_allocation_count
Nevada,20.0,R1,pi_institution_state,active_allocation_count
New Hampshire,17.0,R1,pi_institution_state,active_allocation_count
Montana,14.0,R1,pi_institution_state,active_allocation_count
Arkansas,13.0,R1,pi_institution_state,active_allocation_count
Nebraska,11.0,R1,pi_institution_state,active_allocation_count
North Dakota,11.0,R1,pi_institution_state,active_allocation_count
West Virginia,11.0,R1,pi_institution_state,active_allocation_count
Vermont,9.0,R1,pi_institution_state,active_allocation_count
Maine,5.0,R1,pi_institution_state,active_allocation_count
Idaho,4.0,R1,pi_institution_state,active_allocation_count
Wyoming,2.0,R1,pi_institution_state,active_allocation_count
